,year_week,user_id,time,freq,time_period
61072,2014-16,934,16.28,3,After Noon
61079,2014-16,1017,20.39,7,Evening
61081,2014-16,1027,2.13,7,Mid Night
61082,2014-16,1055,22.44,4,Night
61083,2014-16,1061,19.19,4,Evening
61084,2014-16,1072,8.5,6,Morning
61087,2014-16,1089,17.48,6,After Noon
61088,2014-16,1099,11.26,6,Late Morning
61092,2014-16,1128,19.41,6,Evening
61093,2014-16,1129,3.41,5,Early Morning
61095,2014-16,1150,7.43,3,Morning
61097,2014-16,1155,22.34,7,Night
61098,2014-16,1156,23.06,5,Night
61101,2014-16,1196,21.13,4,Night
61102,2014-16,1202,3.07,6,Early Morning
61105,2014-16,1245,21.27,3,Night
61106,2014-16,1250,13.05,3,Mid Noon
61109,2014-16,1290,16.2,3,After Noon
61111,2014-16,1319,9.56,4,Late Morning
61112,2014-16,1320,1.53,7,Mid Night
61113,2014-16,1339,19.56,6,Evening
61114,2014-16,1343,11.56,5,Late Morning
61115,2014-16,1345,2.12,6,Mid Night
61116,2014-16,1357,7.43,3,Morning
61117,2014-16,1368,14.48,4,Mid Noon
61119,2014-16,1407,21.38,3,Night
61120,2014-16,1410,2.5,6,Mid Night
61121,2014-16,1411,9.18,7,Late Morning
61122,2014-16,1421,14.03,7,Mid Noon
61123,2014-16,1434,8.22,7,Morning
61124,2014-16,1464,2.53,7,Mid Night
61126,2014-16,1472,3.01,6,Early Morning
61127,2014-16,1476,13.4,5,Mid Noon
61128,2014-16,1479,10.56,4,Late Morning
61129,2014-16,1480,8.1,3,Morning
61130,2014-16,1485,6.24,4,Morning
61138,2014-16,1617,18.48,3,Evening
61139,2014-16,1624,15.47,6,After Noon
61142,2014-16,1663,8.01,4,Morning
61143,2014-16,1665,13.39,5,Mid Noon
61145,2014-16,1693,21.58,5,Night
61146,2014-16,1694,17.53,6,After Noon
61147,2014-16,1709,20.11,4,Evening
61149,2014-16,1730,17.03,4,After Noon
61150,2014-16,1740,20.15,3,Evening
61152,2014-16,1754,4.16,3,Early Morning
61154,2014-16,1769,5.43,6,Early Morning
61155,2014-16,1770,20.06,7,Evening
61156,2014-16,1781,10.55,3,Late Morning
61157,2014-16,1783,17.37,7,After Noon
61159,2014-16,1786,10.57,6,Late Morning
61160,2014-16,1811,16.09,7,After Noon
61162,2014-16,1821,18.44,7,Evening
61163,2014-16,1822,11.59,6,Late Morning
61164,2014-16,1825,23.02,3,Night
61165,2014-16,1836,12.09,4,Mid Noon
61166,2014-16,1865,15.06,7,After Noon
61167,2014-16,1879,4.13,7,Early Morning
61168,2014-16,1885,14.23,4,Mid Noon
61171,2014-16,1941,10.37,7,Late Morning
61172,2014-16,1974,23.0,5,Night
61173,2014-16,2002,12.57,3,Mid Noon
61175,2014-16,2011,17.54,7,After Noon
61176,2014-16,2013,20.39,5,Evening
61180,2014-16,2033,23.21,6,Night
61183,2014-16,2038,4.47,3,Early Morning
61184,2014-16,2042,0.11,6,Mid Night
61185,2014-16,2043,14.13,4,Mid Noon
61190,2014-16,2078,6.19,7,Morning
61191,2014-16,2080,22.04,7,Night
61192,2014-16,2103,11.54,3,Late Morning
61193,2014-16,2112,6.52,3,Morning
61198,2014-16,2171,5.3,7,Early Morning
61199,2014-16,2193,1.24,4,Mid Night
61201,2014-16,2239,2.26,6,Mid Night
61204,2014-16,2246,22.44,3,Night
61206,2014-16,2270,11.59,7,Late Morning
61207,2014-16,2271,10.53,6,Late Morning
61209,2014-16,2286,11.16,6,Late Morning
61210,2014-16,2289,8.35,3,Morning
61211,2014-16,2290,3.2,4,Early Morning
61213,2014-16,2300,17.01,7,After Noon
61215,2014-16,2316,16.02,6,After Noon
61216,2014-16,2322,14.26,4,Mid Noon
61218,2014-16,2333,17.48,7,After Noon
61223,2014-16,2390,13.42,3,Mid Noon
61225,2014-16,2399,19.56,4,Evening
61226,2014-16,2406,0.08,4,Mid Night
61230,2014-16,2447,11.4,7,Late Morning
61231,2014-16,2474,23.14,7,Night
61233,2014-16,2490,17.05,7,After Noon
61234,2014-16,2502,14.18,6,Mid Noon
61235,2014-16,2519,19.46,7,Evening
61236,2014-16,2539,19.26,7,Evening
61237,2014-16,2544,21.04,3,Night
61238,2014-16,2548,22.0,4,Night
61239,2014-16,2557,13.02,6,Mid Noon
61240,2014-16,2566,13.18,5,Mid Noon
61241,2014-16,2568,16.44,6,After Noon
61242,2014-16,2571,4.09,6,Early Morning
61243,2014-16,2587,18.13,5,Evening
61246,2014-16,2620,21.27,7,Night
61247,2014-16,2622,0.59,7,Mid Night
61249,2014-16,2647,6.26,4,Morning
61250,2014-16,2658,22.34,7,Night
61251,2014-16,2672,11.01,5,Late Morning
61253,2014-16,2713,23.23,4,Night
61254,2014-16,2723,17.39,6,After Noon
61256,2014-16,2727,13.58,4,Mid Noon
61257,2014-16,2731,7.51,3,Morning
61258,2014-16,2739,20.33,7,Evening
61259,2014-16,2744,3.21,5,Early Morning
61261,2014-16,2771,17.23,7,After Noon
61264,2014-16,2809,1.01,5,Mid Night
61268,2014-16,2851,18.47,5,Evening
61269,2014-16,2859,7.3,6,Morning
61270,2014-16,2881,18.12,6,Evening
61271,2014-16,2889,14.14,5,Mid Noon
61272,2014-16,2891,2.35,3,Mid Night
61273,2014-16,2895,16.29,6,After Noon
61274,2014-16,2915,19.45,7,Evening
61275,2014-16,2921,8.07,3,Morning
61277,2014-16,2939,14.22,7,Mid Noon
61279,2014-16,2948,5.03,3,Early Morning
61281,2014-16,2974,0.54,4,Mid Night
61285,2014-16,3017,22.22,5,Night
61287,2014-16,3025,21.45,4,Night
61288,2014-16,3026,20.58,4,Evening
61289,2014-16,3028,22.14,3,Night
61290,2014-16,3032,16.58,5,After Noon
61292,2014-16,3066,9.11,4,Late Morning
61296,2014-16,3087,14.52,4,Mid Noon
61297,2014-16,3093,18.14,6,Evening
61298,2014-16,3100,13.39,3,Mid Noon
61299,2014-16,3112,23.22,4,Night
61300,2014-16,3113,6.42,3,Morning
61302,2014-16,3137,9.07,4,Late Morning
61303,2014-16,3139,17.13,6,After Noon
61304,2014-16,3160,20.17,7,Evening
61305,2014-16,3163,3.36,6,Early Morning
61306,2014-16,3175,0.53,7,Mid Night
61310,2014-16,3193,16.07,5,After Noon
61311,2014-16,3204,1.27,7,Mid Night
61312,2014-16,3217,15.3,7,After Noon
61313,2014-16,3226,4.55,6,Early Morning
61314,2014-16,3232,20.43,4,Evening
61315,2014-16,3235,5.0,6,Early Morning
61316,2014-16,3239,23.5,5,Night
61318,2014-16,3244,14.49,5,Mid Noon
61319,2014-16,3269,1.03,5,Mid Night
61327,2014-16,3338,6.46,4,Morning
61328,2014-16,3339,4.04,3,Early Morning
61330,2014-16,3353,9.44,7,Late Morning
61332,2014-16,3370,1.26,5,Mid Night
61336,2014-16,3397,21.35,4,Night
61337,2014-16,3405,13.11,3,Mid Noon
61338,2014-16,3411,3.41,5,Early Morning
61340,2014-16,3426,21.52,6,Night
61341,2014-16,3436,2.18,4,Mid Night
61342,2014-16,3451,6.11,4,Morning
61344,2014-16,3463,0.33,3,Mid Night
61346,2014-16,3481,6.45,4,Morning
61347,2014-16,3484,21.28,3,Night
61349,2014-16,3522,15.13,4,After Noon
61350,2014-16,3525,7.3,7,Morning
61351,2014-16,3531,5.06,7,Early Morning
61354,2014-16,3556,21.49,7,Night
61355,2014-16,3560,14.23,3,Mid Noon
61356,2014-16,3561,17.38,5,After Noon
61357,2014-16,3577,3.38,6,Early Morning
61361,2014-16,3609,7.36,4,Morning
61362,2014-16,3612,10.12,7,Late Morning
61364,2014-16,3623,14.34,7,Mid Noon
61365,2014-16,3642,21.59,7,Night
61366,2014-16,3644,5.03,6,Early Morning
61369,2014-16,3671,2.21,7,Mid Night
61370,2014-16,3673,14.08,6,Mid Noon
61372,2014-16,3718,12.4,7,Mid Noon
61373,2014-16,3758,4.26,5,Early Morning
61375,2014-16,3802,7.24,3,Morning
61376,2014-16,3804,14.32,4,Mid Noon
61378,2014-16,3819,5.56,5,Early Morning
61379,2014-16,3824,7.0,7,Morning
61380,2014-16,3832,23.04,6,Night
61381,2014-16,3843,18.53,7,Evening
61383,2014-16,3863,1.51,5,Mid Night
61385,2014-16,3867,12.59,7,Mid Noon
61386,2014-16,3882,15.37,3,After Noon
61387,2014-16,3906,15.41,3,After Noon
61388,2014-16,3915,8.39,7,Morning
61391,2014-16,3956,6.45,3,Morning
61392,2014-16,3957,9.43,7,Late Morning
61393,2014-16,3960,19.32,6,Evening
61397,2014-16,4017,9.27,6,Late Morning
61399,2014-16,4019,8.28,7,Morning
61400,2014-16,4022,18.11,7,Evening
61401,2014-16,4029,2.19,5,Mid Night
61402,2014-16,4045,9.58,7,Late Morning
61404,2014-16,4086,15.05,3,After Noon
61405,2014-16,4090,20.05,3,Evening
61406,2014-16,4105,10.29,7,Late Morning
61409,2014-16,4141,7.56,4,Morning
61410,2014-16,4143,17.12,7,After Noon
61411,2014-16,4145,8.11,7,Morning
61412,2014-16,4156,22.46,3,Night
61413,2014-16,4158,18.37,4,Evening
61414,2014-16,4181,17.46,6,After Noon
61417,2014-16,4186,10.51,7,Late Morning
61420,2014-16,4206,20.53,5,Evening
61424,2014-16,4217,3.32,5,Early Morning
61425,2014-16,4218,7.46,4,Morning
61426,2014-16,4223,5.41,3,Early Morning
61427,2014-16,4234,2.23,7,Mid Night
61428,2014-16,4244,11.43,4,Late Morning
61430,2014-16,4248,22.21,6,Night
61431,2014-16,4258,17.15,4,After Noon
61432,2014-16,4263,22.07,7,Night
61433,2014-16,4268,10.49,3,Late Morning
61434,2014-16,4269,22.36,6,Night
61437,2014-16,4282,18.33,7,Evening
61438,2014-16,4295,3.28,4,Early Morning
61439,2014-16,4296,13.07,3,Mid Noon
61441,2014-16,4317,12.21,6,Mid Noon
61442,2014-16,4330,21.14,4,Night
61443,2014-16,4335,14.23,7,Mid Noon
61444,2014-16,4354,2.3,6,Mid Night
61445,2014-16,4371,21.45,3,Night
61446,2014-16,4384,15.4,3,After Noon
61448,2014-16,4402,19.49,7,Evening
61449,2014-16,4403,21.58,4,Night
61450,2014-16,4404,20.24,4,Evening
61454,2014-16,4428,8.03,6,Morning
61456,2014-16,4444,6.19,7,Morning
61458,2014-16,4472,14.18,5,Mid Noon
61460,2014-16,4481,9.28,5,Late Morning
61462,2014-16,4489,5.58,6,Early Morning
61464,2014-16,4497,12.01,7,Mid Noon
61465,2014-16,4511,14.43,3,Mid Noon
61469,2014-16,4558,10.41,4,Late Morning
61470,2014-16,4560,22.54,7,Night
61471,2014-16,4562,22.15,5,Night
61472,2014-16,4564,11.42,5,Late Morning
61473,2014-16,4565,2.0,7,Mid Night
61474,2014-16,4569,5.29,4,Early Morning
61475,2014-16,4571,14.07,4,Mid Noon
61476,2014-16,4576,18.13,6,Evening
61480,2014-16,4612,15.4,3,After Noon
61481,2014-16,4616,6.3,5,Morning
61482,2014-16,4618,4.13,4,Early Morning
61483,2014-16,4619,15.29,6,After Noon
61488,2014-16,4713,2.03,7,Mid Night
61491,2014-16,4742,16.5,7,After Noon
61492,2014-16,4745,4.24,7,Early Morning
61493,2014-16,4780,11.07,5,Late Morning
61494,2014-16,4784,6.22,4,Morning
61495,2014-16,4785,21.21,7,Night
61497,2014-16,4803,17.41,7,After Noon
61498,2014-16,4812,18.13,6,Evening
61500,2014-16,4835,3.07,6,Early Morning
61501,2014-16,4837,17.5,6,After Noon
61502,2014-16,4844,3.05,5,Early Morning
61503,2014-16,4876,5.35,6,Early Morning
61506,2014-16,4915,4.04,4,Early Morning
61507,2014-16,4924,10.28,5,Late Morning
61508,2014-16,4934,3.08,7,Early Morning
61512,2014-16,4950,14.52,3,Mid Noon
61514,2014-16,4961,4.32,3,Early Morning
61515,2014-16,4965,23.09,7,Night
61518,2014-16,5013,17.55,4,After Noon
61519,2014-16,5015,4.06,6,Early Morning
61521,2014-16,5057,10.05,5,Late Morning
61523,2014-16,5067,14.48,7,Mid Noon
61524,2014-16,5071,23.53,7,Night
61525,2014-16,5073,18.26,5,Evening
61528,2014-16,5101,18.36,4,Evening
61529,2014-16,5103,5.52,3,Early Morning
61530,2014-16,5115,6.54,3,Morning
61531,2014-16,5151,23.34,5,Night
61532,2014-16,5157,2.17,7,Mid Night
61534,2014-16,5167,0.14,3,Mid Night
61536,2014-16,5200,15.31,7,After Noon
61537,2014-16,5210,5.0,7,Early Morning
61538,2014-16,5211,3.43,5,Early Morning
61539,2014-16,5240,8.56,7,Morning
61543,2014-16,5281,11.54,7,Late Morning
61544,2014-16,5297,17.32,6,After Noon
61545,2014-16,5301,17.53,5,After Noon
61548,2014-16,5329,12.4,4,Mid Noon
61549,2014-16,5350,3.01,7,Early Morning
61551,2014-16,5360,2.35,3,Mid Night
61552,2014-16,5362,9.01,5,Late Morning
61553,2014-16,5364,16.27,5,After Noon
61554,2014-16,5365,17.13,4,After Noon
61555,2014-16,5369,14.37,5,Mid Noon
61556,2014-16,5378,23.28,3,Night
61557,2014-16,5386,8.02,7,Morning
61558,2014-16,5407,18.55,6,Evening
61560,2014-16,5415,20.35,6,Evening
61561,2014-16,5426,14.28,6,Mid Noon
61564,2014-16,5456,21.08,4,Night
61565,2014-16,5463,22.09,3,Night
61566,2014-16,5479,20.27,6,Evening
61567,2014-16,5483,20.2,4,Evening
61568,2014-16,5494,7.39,7,Morning
61569,2014-16,5507,10.32,5,Late Morning
61575,2014-16,5552,19.45,3,Evening
61578,2014-16,5560,16.37,4,After Noon
61580,2014-16,5579,14.2,7,Mid Noon
61583,2014-16,5609,17.42,7,After Noon
61587,2014-16,5645,4.05,5,Early Morning
61590,2014-16,5677,9.34,3,Late Morning
61591,2014-16,5681,2.53,4,Mid Night
61592,2014-16,5682,10.22,7,Late Morning
61593,2014-16,5685,5.08,6,Early Morning
61595,2014-16,5714,22.24,3,Night
61596,2014-16,5718,12.37,5,Mid Noon
61597,2014-16,5721,6.52,5,Morning
61598,2014-16,5722,4.33,3,Early Morning
61601,2014-16,5743,21.01,4,Night
61606,2014-16,5830,22.13,7,Night
61608,2014-16,5840,8.45,6,Morning
61611,2014-16,5861,7.08,7,Morning
61612,2014-16,5866,0.23,3,Mid Night
61614,2014-16,5900,6.37,3,Morning
61615,2014-16,5918,5.34,5,Early Morning
61616,2014-16,5927,5.12,5,Early Morning
61618,2014-16,5939,12.38,7,Mid Noon
61620,2014-16,5944,21.49,3,Night
61621,2014-16,5965,8.21,7,Morning
61625,2014-16,6033,17.47,5,After Noon
61628,2014-16,6064,15.38,7,After Noon
61629,2014-16,6070,3.16,6,Early Morning
61630,2014-16,6096,9.21,4,Late Morning
61634,2014-16,6135,15.1,4,After Noon
61635,2014-16,6148,9.3,5,Late Morning
61636,2014-16,6152,0.57,4,Mid Night
61637,2014-16,6171,2.05,4,Mid Night
61639,2014-16,6184,15.56,3,After Noon
61640,2014-16,6187,12.15,6,Mid Noon
61642,2014-16,6204,9.49,7,Late Morning
61644,2014-16,6210,18.38,3,Evening
61646,2014-16,6236,14.36,3,Mid Noon
61647,2014-16,6238,4.47,6,Early Morning
61649,2014-16,6242,10.19,5,Late Morning
61650,2014-16,6246,5.34,4,Early Morning
61654,2014-16,6282,14.29,5,Mid Noon
61655,2014-16,6284,8.14,6,Morning
61657,2014-16,6296,22.17,7,Night
61658,2014-16,6312,19.47,6,Evening
61660,2014-16,6322,22.55,3,Night
61661,2014-16,6349,16.28,3,After Noon
61663,2014-16,6370,20.19,3,Evening
61664,2014-16,6388,14.29,7,Mid Noon
61665,2014-16,6393,19.47,6,Evening
61667,2014-16,6405,20.42,7,Evening
61669,2014-16,6462,4.3,5,Early Morning
61670,2014-16,6463,19.12,5,Evening
61671,2014-16,6464,22.09,7,Night
61672,2014-16,6470,12.24,4,Mid Noon
61675,2014-16,6504,10.25,4,Late Morning
61676,2014-16,6506,10.54,6,Late Morning
61678,2014-16,6532,5.31,5,Early Morning
61679,2014-16,6590,13.51,7,Mid Noon
61680,2014-16,6609,17.05,5,After Noon
61681,2014-16,6623,20.57,6,Evening
61683,2014-16,6633,22.55,7,Night
61686,2014-16,6654,11.36,5,Late Morning
61691,2014-16,6733,0.08,3,Mid Night
61693,2014-16,6742,2.05,5,Mid Night
61694,2014-16,6757,18.59,7,Evening
61695,2014-16,6782,15.55,3,After Noon
61697,2014-16,6810,18.18,3,Evening
61698,2014-16,6835,6.01,3,Morning
61702,2014-16,6862,8.21,3,Morning
61705,2014-16,6870,6.32,7,Morning
61706,2014-16,6895,19.02,4,Evening
61707,2014-16,6909,15.47,7,After Noon
61708,2014-16,6914,12.49,3,Mid Noon
61711,2014-16,6938,4.35,7,Early Morning
61717,2014-16,6988,3.36,3,Early Morning
61722,2014-16,7015,6.08,4,Morning
61724,2014-16,7023,8.42,3,Morning
61725,2014-16,7029,0.17,5,Mid Night
61727,2014-16,7071,4.45,6,Early Morning
61728,2014-16,7074,5.18,4,Early Morning
61729,2014-16,7101,9.57,6,Late Morning
61730,2014-16,7104,20.01,6,Evening
61731,2014-16,7107,1.51,6,Mid Night
61733,2014-16,7120,11.44,4,Late Morning
61734,2014-16,7131,12.43,6,Mid Noon
61735,2014-16,7153,7.48,4,Morning
61738,2014-16,7194,20.05,6,Evening
61739,2014-16,7209,1.54,4,Mid Night
61740,2014-16,7210,19.17,7,Evening
61742,2014-16,7248,7.46,6,Morning
61748,2014-16,7375,0.41,7,Mid Night
61752,2014-16,7386,22.04,4,Night
61753,2014-16,7398,5.25,3,Early Morning
61754,2014-16,7401,18.29,6,Evening
61757,2014-16,7409,21.05,5,Night
61758,2014-16,7431,17.38,7,After Noon
61759,2014-16,7436,12.44,4,Mid Noon
61760,2014-16,7443,19.08,6,Evening
61761,2014-16,7449,1.1,4,Mid Night
61764,2014-16,7511,5.28,7,Early Morning
61767,2014-16,7536,11.39,5,Late Morning
61768,2014-16,7544,21.29,3,Night
61769,2014-16,7556,10.46,6,Late Morning
61771,2014-16,7572,20.4,7,Evening
61773,2014-16,7590,0.51,6,Mid Night
61774,2014-16,7600,0.05,7,Mid Night
61775,2014-16,7608,11.43,7,Late Morning
61778,2014-16,7644,9.54,7,Late Morning
61780,2014-16,7682,7.05,3,Morning
61782,2014-16,7688,2.18,6,Mid Night
61783,2014-16,7691,18.32,5,Evening
61784,2014-16,7705,13.54,4,Mid Noon
61785,2014-16,7707,16.43,3,After Noon
61786,2014-16,7720,12.15,5,Mid Noon
61788,2014-16,7764,4.48,3,Early Morning
61792,2014-16,7789,18.5,6,Evening
61794,2014-16,7798,7.56,7,Morning
61795,2014-16,7805,15.31,3,After Noon
61797,2014-16,7818,0.44,7,Mid Night
61803,2014-16,7859,23.3,7,Night
61805,2014-16,7878,13.02,4,Mid Noon
61806,2014-16,7897,5.58,4,Early Morning
61807,2014-16,7899,5.36,4,Early Morning
61808,2014-16,7905,17.59,4,After Noon
61810,2014-16,7926,5.04,5,Early Morning
61811,2014-16,7951,3.45,3,Early Morning
61815,2014-16,8010,0.23,3,Mid Night
61817,2014-16,8025,21.29,6,Night
61818,2014-16,8029,16.15,7,After Noon
61821,2014-16,8037,0.48,3,Mid Night
61822,2014-16,8046,3.25,3,Early Morning
61824,2014-16,8063,22.08,4,Night
61825,2014-16,8068,20.02,7,Evening
61828,2014-16,8071,10.51,4,Late Morning
61831,2014-16,8091,7.13,4,Morning
61832,2014-16,8104,11.04,3,Late Morning
61833,2014-16,8134,4.58,4,Early Morning
61834,2014-16,8149,11.15,4,Late Morning
61835,2014-16,8166,18.32,6,Evening
61837,2014-16,8196,19.55,5,Evening
61840,2014-16,8217,2.01,5,Mid Night
61842,2014-16,8221,23.45,5,Night
61843,2014-16,8235,3.47,3,Early Morning
61844,2014-16,8243,5.15,3,Early Morning
61846,2014-16,8259,15.04,7,After Noon
61847,2014-16,8280,13.39,7,Mid Noon
61849,2014-16,8297,1.13,6,Mid Night
61851,2014-16,8310,21.1,7,Night
61853,2014-16,8348,20.33,7,Evening
61854,2014-16,8381,12.5,7,Mid Noon
61855,2014-16,8399,23.31,7,Night
61856,2014-16,8403,3.19,5,Early Morning
61857,2014-16,8408,19.47,4,Evening
61859,2014-16,8426,22.31,7,Night
61860,2014-16,8435,16.17,4,After Noon
61863,2014-16,8463,8.17,5,Morning
61866,2014-16,8507,13.04,5,Mid Noon
61869,2014-16,8523,11.09,5,Late Morning
61870,2014-16,8538,2.55,6,Mid Night
61871,2014-16,8553,9.28,7,Late Morning
61874,2014-16,8602,7.46,3,Morning
61878,2014-16,8639,3.24,3,Early Morning
61881,2014-16,8654,11.1,7,Late Morning
61882,2014-16,8673,20.31,6,Evening
61883,2014-16,8679,20.39,5,Evening
61884,2014-16,8689,9.02,4,Late Morning
61885,2014-16,8701,21.21,5,Night
61887,2014-16,8708,10.03,7,Late Morning
61888,2014-16,8721,20.0,7,Evening
61890,2014-16,8749,7.08,7,Morning
61892,2014-16,8760,13.55,4,Mid Noon
61893,2014-16,8767,16.32,7,After Noon
61894,2014-16,8768,2.0,6,Mid Night
61895,2014-16,8770,0.32,7,Mid Night
61896,2014-16,8779,11.26,5,Late Morning
61897,2014-16,8789,13.22,4,Mid Noon
61898,2014-16,8811,16.01,4,After Noon
61899,2014-16,8835,5.53,7,Early Morning
61900,2014-16,8837,0.25,7,Mid Night
61903,2014-16,8862,14.49,4,Mid Noon
61904,2014-16,8869,6.06,3,Morning
61905,2014-16,8912,4.14,7,Early Morning
61906,2014-16,8918,13.54,4,Mid Noon
61907,2014-16,8924,9.54,7,Late Morning
61909,2014-16,8944,0.44,4,Mid Night
61910,2014-16,8945,12.01,6,Mid Noon
61913,2014-16,8955,7.16,3,Morning
61919,2014-16,9031,22.58,4,Night
61920,2014-16,9042,7.51,7,Morning
61921,2014-16,9046,11.42,3,Late Morning
61922,2014-16,9076,10.21,7,Late Morning
61923,2014-16,9083,7.55,7,Morning
61927,2014-16,9120,4.37,3,Early Morning
61931,2014-16,9147,8.34,4,Morning
61932,2014-16,9157,5.57,3,Early Morning
61933,2014-16,9164,2.23,7,Mid Night
61937,2014-16,9222,17.04,4,After Noon
61941,2014-16,9281,6.46,4,Morning
61942,2014-16,9286,8.0,6,Morning
61947,2014-16,9312,11.49,7,Late Morning
61948,2014-16,9322,3.09,7,Early Morning
61949,2014-16,9325,23.34,5,Night
61952,2014-16,9345,20.35,3,Evening
61953,2014-16,9346,12.51,4,Mid Noon
61954,2014-16,9358,13.38,6,Mid Noon
61957,2014-16,9381,19.49,3,Evening
61958,2014-16,9383,15.08,3,After Noon
61959,2014-16,9400,20.39,7,Evening
61960,2014-16,9402,13.23,6,Mid Noon
61961,2014-16,9423,13.12,6,Mid Noon
61963,2014-16,9434,4.17,7,Early Morning
61964,2014-16,9436,6.49,4,Morning
61965,2014-16,9445,20.45,3,Evening
61966,2014-16,9450,14.04,6,Mid Noon
61967,2014-16,9461,14.07,4,Mid Noon
61968,2014-16,9464,22.2,6,Night
61969,2014-16,9470,18.47,3,Evening
61970,2014-16,9479,7.57,4,Morning
61973,2014-16,9532,11.09,3,Late Morning
61974,2014-16,9535,6.26,6,Morning
61975,2014-16,9540,18.23,6,Evening
61977,2014-16,9558,23.46,3,Night
61978,2014-16,9559,5.23,4,Early Morning
61979,2014-16,9582,16.43,7,After Noon
61980,2014-16,9584,22.12,7,Night
61981,2014-16,9591,1.25,5,Mid Night
61982,2014-16,9597,4.39,3,Early Morning
61983,2014-16,9601,2.4,7,Mid Night
61984,2014-16,9615,16.49,6,After Noon
61986,2014-16,9641,22.44,5,Night
61987,2014-16,9644,22.52,6,Night
61988,2014-16,9645,1.56,7,Mid Night
61990,2014-16,9652,22.05,4,Night
61991,2014-16,9660,14.51,4,Mid Noon
61993,2014-16,9679,4.19,3,Early Morning
61994,2014-16,9691,3.09,7,Early Morning
61995,2014-16,9694,12.18,7,Mid Noon
61997,2014-16,9724,2.55,7,Mid Night
61999,2014-16,9728,8.36,7,Morning
62001,2014-16,9746,18.42,7,Evening
62002,2014-16,9747,5.21,4,Early Morning
62003,2014-16,9751,9.41,4,Late Morning
62005,2014-16,9771,22.12,7,Night
62007,2014-16,9806,13.07,6,Mid Noon
62009,2014-16,9823,12.36,6,Mid Noon
62011,2014-16,9841,20.37,3,Evening
62016,2014-16,9889,15.49,5,After Noon
62017,2014-16,9897,1.45,4,Mid Night
62018,2014-16,9901,0.52,7,Mid Night
62019,2014-16,9914,12.0,3,Mid Noon
62020,2014-16,9925,19.43,4,Evening
62021,2014-16,9941,6.31,3,Morning
62022,2014-16,9942,15.15,5,After Noon
62024,2014-16,9947,1.47,5,Mid Night
62025,2014-16,9958,23.55,5,Night
62026,2014-16,9963,21.11,4,Night
62027,2014-16,9968,22.05,6,Night
62031,2014-16,9991,22.5,5,Night
62032,2014-16,9992,11.42,3,Late Morning
62033,2014-16,9994,18.4,3,Evening
62036,2014-16,10011,22.0,4,Night
62038,2014-16,10022,14.08,6,Mid Noon
62039,2014-16,10023,14.42,5,Mid Noon
62040,2014-16,10025,5.25,3,Early Morning
62041,2014-16,10059,9.31,3,Late Morning
62045,2014-16,10104,21.43,6,Night
62047,2014-16,10153,2.0,7,Mid Night
62048,2014-16,10159,0.16,7,Mid Night
62051,2014-16,10199,17.51,7,After Noon
62053,2014-16,10212,22.17,5,Night
62054,2014-16,10222,21.16,5,Night
62056,2014-16,10230,10.3,3,Late Morning
62057,2014-16,10233,18.02,5,Evening
62058,2014-16,10238,8.38,3,Morning
62059,2014-16,10244,6.11,3,Morning
62060,2014-16,10258,8.3,7,Morning
62064,2014-16,10307,8.3,7,Morning
62065,2014-16,10311,17.57,5,After Noon
62066,2014-16,10316,17.53,7,After Noon
62070,2014-16,10349,3.05,6,Early Morning
62071,2014-16,10352,14.0,7,Mid Noon
62073,2014-16,10357,7.36,4,Morning
62075,2014-16,10372,1.58,5,Mid Night
62077,2014-16,10388,4.11,4,Early Morning
62078,2014-16,10394,3.58,3,Early Morning
62083,2014-16,10448,4.49,3,Early Morning
62086,2014-16,10470,18.19,4,Evening
62087,2014-16,10473,2.36,3,Mid Night
62090,2014-16,10514,0.25,7,Mid Night
62092,2014-16,10524,0.13,7,Mid Night
62095,2014-16,10580,14.24,3,Mid Noon
62097,2014-16,10599,14.11,6,Mid Noon
62098,2014-16,10602,1.41,7,Mid Night
62099,2014-16,10611,23.5,4,Night
62101,2014-16,10621,2.5,5,Mid Night
62103,2014-16,10630,10.47,5,Late Morning
62104,2014-16,10644,20.04,3,Evening
62105,2014-16,10647,10.48,3,Late Morning
62106,2014-16,10656,11.34,7,Late Morning
62108,2014-16,10696,21.02,3,Night
62110,2014-16,10708,2.43,4,Mid Night
62112,2014-16,10734,15.39,7,After Noon
62113,2014-16,10750,12.14,3,Mid Noon
62114,2014-16,10753,5.57,5,Early Morning
62115,2014-16,10757,21.41,7,Night
62116,2014-16,10763,23.0,4,Night
62117,2014-16,10787,23.07,4,Night
62118,2014-16,10791,5.48,7,Early Morning
62119,2014-16,10827,0.04,6,Mid Night
62120,2014-16,10833,18.47,4,Evening
62122,2014-16,10840,11.53,6,Late Morning
62123,2014-16,10851,5.47,3,Early Morning
62124,2014-16,10858,1.59,3,Mid Night
62125,2014-16,10860,4.41,3,Early Morning
62128,2014-16,10876,13.13,4,Mid Noon
62130,2014-16,10913,7.09,3,Morning
62131,2014-16,10937,0.06,4,Mid Night
62132,2014-16,10953,12.15,7,Mid Noon
62135,2014-16,10961,12.48,7,Mid Noon
62136,2014-16,11003,19.54,6,Evening
62137,2014-16,11015,17.57,5,After Noon
62138,2014-16,11021,17.22,6,After Noon
62139,2014-16,11024,21.02,5,Night
62140,2014-16,11039,5.55,7,Early Morning
62142,2014-16,11056,9.41,7,Late Morning
62143,2014-16,11061,2.36,7,Mid Night
62144,2014-16,11067,4.54,5,Early Morning
